-c a33 -d AC -r DA_CTL -p SDO_EN = 0, (default=0)
-c a33 -d CCU -r LCD_CH1_CLK_REG -p SCLK_SEL = 0, (default=0)
-c a33 -d CCU -r LCD_CH1_CLK_REG -p CLK_DIV_RATIO_M = 0, (default=0)
-c a33 -d CCU -r CSI_CLK_REG -p CSI_SCLK_GATING = 0, (default=0)
-c a33 -d CCU -r CSI_CLK_REG -p SCLK_SRC_SEL = 0, (default=0)
-c a33 -d CCU -r CSI_CLK_REG -p CSI_SCLK_DIV_M = 0, (default=0)
-c a33 -d CCU -r CSI_CLK_REG -p CSI_MCLK_GATING = 0, (default=0)
-c a33 -d CCU -r CSI_CLK_REG -p MCLK_SRC_SEL = 0, (default=0)
-c a33 -d CCU -r CSI_CLK_REG -p CSI_MCLK_DIV_M = 0, (default=0)
-c a33 -d CCU -r VE_CLK_REG -p VE_SCLK_GATING = 0, (default=0)
-c a33 -d CCU -r VE_CLK_REG -p CLK_DIV_RATIO_N = 0, (default=0)
-c a33 -d CCU -r ADDA_DIG_CLK_REG -p SCLK_1X_GATING = 0, (default=0)
-c a33 -d CCU -r ADDA_DIG_CLK_REG -p SCLK_4X_GATING = 0, (default=0)
-c a33 -d CCU -r AVS_CLK_REG -p SCLK_GATING = 0, (default=0)
-c a33 -d CCU -r MBUS_CLK_REG -p MBUS_SCLK_GATING = 1, (default=0)
-c a33 -d CCU -r MBUS_CLK_REG -p MBUS_SCLK_SRC = 1, (default=0)
-c a33 -d CCU -r MBUS_CLK_REG -p MBUS_SCLK_RATIO_M = 3, (default=0)
-c a33 -d CCU -r MIPI_DSI_CLK_REG -p DSI_SCLK_GATING = 0, (default=0)
-c a33 -d CCU -r MIPI_DSI_CLK_REG -p DSI_SCLK_SRC_SEL = 0, (default=0)
-c a33 -d CCU -r MIPI_DSI_CLK_REG -p DSI_SCLK_DIV_M = 0, (default=0)
-c a33 -d CCU -r MIPI_DSI_CLK_REG -p DSI_DPHY_GATING = 0, (default=0)
-c a33 -d CCU -r MIPI_DSI_CLK_REG -p DSI_DPHY_SRC_SEL = 0, (default=0)
-c a33 -d CCU -r MIPI_DSI_CLK_REG -p DPHY_CLK_DIV_M = 0, (default=0)
-c a33 -d CCU -r DRC_CLK_REG -p SCLK_GATING = 1, (default=0)
-c a33 -d CCU -r DRC_CLK_REG -p CLK_SRC_SEL = 2, (default=0)
-c a33 -d CCU -r DRC_CLK_REG -p CLK_DIV_RATIO_M = 3, (default=0)
-c a33 -d CCU -r GPU_CLK_REG -p SCLK_GATING = 0, (default=0)
-c a33 -d CCU -r GPU_CLK_REG -p CLK_DIV_RATIO_N = 0, (default=0)
-c a33 -d CCU -r ATS_CLK_REG -p SCLK_GATING = 0, (default=1)
-c a33 -d CCU -r ATS_CLK_REG -p CLK_SRC_SEL = 0, (default=0)
-c a33 -d CCU -r ATS_CLK_REG -p CLK_DIV_RATIO_M = 0, (default=0)
-c a33 -d CCU -r PLL_STABLE_TIME_REG0 -p VCO_RST = 0, (default=0)
-c a33 -d CCU -r PLL_STABLE_TIME_REG0 -p EXG_MODE = 0, (default=0)
-c a33 -d CCU -r PLL_STABLE_TIME_REG0 -p PLL_VCO_BIAS_CTRL = 0, (default=8)
-c a33 -d CCU -r PLL_STABLE_TIME_REG0 -p PLL_BIAS_CUR_CTRL = 0, (default=16)
-c a33 -d CCU -r PLL_STABLE_TIME_REG0 -p PLL_LOCK_CTRL = 0, (default=2)
-c a33 -d CCU -r PLL_STABLE_TIME_REG0 -p PLL_DAMP_FACT_CTRL = 15, (default=0)
-c a33 -d CCU -r PLL_AUDIO_BIAS_REG -p PLL_VCO_BIAS = 16, (default=16)
-c a33 -d CCU -r PLL_AUDIO_BIAS_REG -p PLL_BIAS_CUR = 16, (default=16)
-c a33 -d CCU -r PLL_VIDEO_BIAS_REG -p PLL_VCO_BIAS_CTRL = 16, (default=16)
-c a33 -d CCU -r PLL_VIDEO_BIAS_REG -p PLL_BIAS_CTRL = 16, (default=16)
-c a33 -d CCU -r PLL_VIDEO_BIAS_REG -p PLL_DAMP_FACTOR_CTRL = 0, (default=0)
-c a33 -d CCU -r PLL_VE_BIAS_REG -p PLL_VCO_BIAS_CTRL = 16, (default=16)
-c a33 -d CCU -r PLL_VE_BIAS_REG -p PLL_BIAS_CTRL = 16, (default=16)
-c a33 -d CCU -r PLL_VE_BIAS_REG -p PLL_DAMP_FACTOR_CTRL = 0, (default=0)
-c a33 -d CCU -r PLL_DDR0_BIAS_REG -p PLL_VCO_BIAS = 8, (default=8)
-c a33 -d CCU -r PLL_DDR0_BIAS_REG -p PLL_VCO_GAIN_CTRL_EN = 0, (default=0)
-c a33 -d CCU -r PLL_DDR0_BIAS_REG -p PLL_BANDW_CTRL = 1, (default=1)
-c a33 -d CCU -r PLL_DDR0_BIAS_REG -p PLL_BIAS_CUR_CTRL = 16, (default=16)
-c a33 -d CCU -r PLL_DDR0_BIAS_REG -p PLL_VCO_GAIN_CTRL = 4, (default=4)
-c a33 -d CCU -r PLL_DDR0_BIAS_REG -p PLL_DAMP_FACTOR_CTRL = 0, (default=0)
-c a33 -d CCU -r PLL_PERIPH_BIAS_REG -p PLL_VCO_BIAS = 16, (default=16)
-c a33 -d CCU -r PLL_PERIPH_BIAS_REG -p PLL_BIAS_CUR_CTRL = 16, (default=16)
-c a33 -d CCU -r PLL_PERIPH_BIAS_REG -p PLL_BANDW_CTRL = 1, (default=1)
-c a33 -d CCU -r PLL_PERIPH_BIAS_REG -p PLL_DAMP_FACTOR_CTRL = 0, (default=0)
-c a33 -d CCU -r PLL_GPU_BIAS_REG -p PLL_VCO_BIAS_CTRL = 16, (default=16)
-c a33 -d CCU -r PLL_GPU_BIAS_REG -p PLL_BIAS_CTRL = 16, (default=16)
-c a33 -d CCU -r PLL_GPU_BIAS_REG -p PLL_DAMP_FACTOR_CTRL = 0, (default=0)
-c a33 -d CCU -r PLL_MIPI_BIAS_REG -p VCO_RST = 1, (default=1)
-c a33 -d CCU -r PLL_MIPI_BIAS_REG -p PLLVDD_LDO_OUT_CTRL = 2, (default=2)
-c a33 -d CCU -r PLL_MIPI_BIAS_REG -p PLL_VCO_BIAS_CTRL = 8, (default=8)
-c a33 -d CCU -r PLL_MIPI_BIAS_REG -p PLL_BIAS_CUR_CTRL = 16, (default=16)
-c a33 -d CCU -r PLL_MIPI_BIAS_REG -p PLL_LOCK_CTRL = 4, (default=4)
-c a33 -d CCU -r PLL_MIPI_BIAS_REG -p PLL_DAMP_FACT_CTRL = 0, (default=0)
-c a33 -d CCU -r PLL_HSIC_BIAS_REG -p PLL_VCO_BIAS_CTRL = 16, (default=16)
-c a33 -d CCU -r PLL_HSIC_BIAS_REG -p PLL_BIAS_CTRL = 16, (default=16)
-c a33 -d CCU -r PLL_HSIC_BIAS_REG -p PLL_DAMP_FACTOR_CTRL = 0, (default=0)
-c a33 -d CCU -r PLL_DE_BIAS_REG -p PLL_VCO_BIAS_CTRL = 16, (default=16)
-c a33 -d CCU -r PLL_DE_BIAS_REG -p PLL_BIAS_CTRL = 16, (default=16)
-c a33 -d CCU -r PLL_DE_BIAS_REG -p PLL_DAMP_FACTOR_CTRL = 0, (default=0)
-c a33 -d CCU -r PLL_DDR1_BIAS_REG -p PLL_VCO_BIAS_CTRL = 16, (default=16)
-c a33 -d CCU -r PLL_DDR1_BIAS_REG -p PLL_BIAS_CUR_CTRL = 1, (default=1)
-c a33 -d CCU -r PLL_CPUX_TUN_REG -p PLL_BAND_WID_CTRL = 1, (default=1)
-c a33 -d CCU -r PLL_CPUX_TUN_REG -p VCO_GAIN_CTRL_EN = 0, (default=0)
-c a33 -d CCU -r PLL_CPUX_TUN_REG -p VCO_GAIN_CTRL = 4, (default=4)
-c a33 -d CCU -r PLL_CPUX_TUN_REG -p PLL_INIT_FREQ_CTRL = 16, (default=16)
-c a33 -d CCU -r PLL_CPUX_TUN_REG -p C_OD = 0, (default=0)
-c a33 -d CCU -r PLL_CPUX_TUN_REG -p C_B_IN = 16, (default=16)
-c a33 -d CCU -r PLL_CPUX_TUN_REG -p C_OD1 = 0, (default=0)
-c a33 -d CCU -r PLL_CPUX_TUN_REG -p C_B_OUT = 52, (default=0)
-c a33 -d CCU -r PLL_DDR0_TUN_REG -p VREG1_OUT_EN = 1, (default=1)
-c a33 -d CCU -r PLL_DDR0_TUN_REG -p PLL_LTIME_CTRL = 4, (default=4)
-c a33 -d CCU -r PLL_DDR0_TUN_REG -p VCO_RST = 1, (default=0)
-c a33 -d CCU -r PLL_DDR0_TUN_REG -p PLL_INIT_FREQ_CTRL = 8, (default=16)
-c a33 -d CCU -r PLL_DDR0_TUN_REG -p OD1 = 0, (default=0)
-c a33 -d CCU -r PLL_DDR0_TUN_REG -p B_IN = 0, (default=16)
-c a33 -d CCU -r PLL_DDR0_TUN_REG -p OD = 0, (default=0)
-c a33 -d CCU -r PLL_DDR0_TUN_REG -p B_OUT = 8, (default=0)
-c a33 -d CCU -r PLL_MIPI_TUN_REG -p PLL_INPUT_POWER_SEL = 1, (default=1)
-c a33 -d CCU -r PLL_MIPI_TUN_REG -p VREG_OUT_EN = 0, (default=0)
-c a33 -d CCU -r PLL_MIPI_TUN_REG -p PLL_BAND_WID_CTRL = 1, (default=1)
-c a33 -d CCU -r PLL_MIPI_TUN_REG -p VCO_GAIN_CTRL_EN = 0, (default=0)
-c a33 -d CCU -r PLL_MIPI_TUN_REG -p VCO_GAIN_CTRL = 4, (default=4)
-c a33 -d CCU -r PLL_MIPI_TUN_REG -p CNT_INT = 0, (default=0)
-c a33 -d CCU -r PLL_MIPI_TUN_REG -p C_OD = 0, (default=0)
-c a33 -d CCU -r PLL_MIPI_TUN_REG -p C_B_IN = 32, (default=32)
-c a33 -d CCU -r PLL_MIPI_TUN_REG -p C_OD1 = 0, (default=0)
-c a33 -d CCU -r PLL_MIPI_TUN_REG -p C_B_OUT = 0, (default=0)
-c a33 -d CCU -r PLL_CPUX_PAT_CTRL_REG -p SIG_DELT_PAT_EN = 0, (default=0)
-c a33 -d CCU -r PLL_CPUX_PAT_CTRL_REG -p SPR_FREQ_MODE = 0, (default=0)
-c a33 -d CCU -r PLL_CPUX_PAT_CTRL_REG -p WAVE_STEP = 0, (default=0)
-c a33 -d CCU -r PLL_CPUX_PAT_CTRL_REG -p FREQ = 0, (default=0)
-c a33 -d CCU -r PLL_CPUX_PAT_CTRL_REG -p WAVE_BOT = 0, (default=0)
-c a33 -d CCU -r PLL_AUDIO_PAT_CTRL_REG -p SIG_DELT_PAT_EN = 0, (default=0)
-c a33 -d CCU -r PLL_AUDIO_PAT_CTRL_REG -p SPR_FREQ_MODE = 0, (default=0)
-c a33 -d CCU -r PLL_AUDIO_PAT_CTRL_REG -p WAVE_STEP = 0, (default=0)
-c a33 -d CCU -r PLL_AUDIO_PAT_CTRL_REG -p FREQ = 0, (default=0)
-c a33 -d CCU -r PLL_AUDIO_PAT_CTRL_REG -p WAVE_BOT = 0, (default=0)
-c a33 -d CCU -r PLL_VIDEO_PAT_CTRL_REG -p SIG_DELT_PAT_EN = 0, (default=0)
-c a33 -d CCU -r PLL_VIDEO_PAT_CTRL_REG -p SPR_FREQ_MODE = 0, (default=0)
-c a33 -d CCU -r PLL_VIDEO_PAT_CTRL_REG -p WAVE_STEP = 0, (default=0)
-c a33 -d CCU -r PLL_VIDEO_PAT_CTRL_REG -p FREQ = 0, (default=0)
-c a33 -d CCU -r PLL_VIDEO_PAT_CTRL_REG -p WAVE_BOT = 0, (default=0)
-c a33 -d CCU -r PLL_VE_PAT_CTRL_REG -p SIG_DELT_PAT_EN = 0, (default=0)
-c a33 -d CCU -r PLL_VE_PAT_CTRL_REG -p SPR_FREQ_MODE = 0, (default=0)
-c a33 -d CCU -r PLL_VE_PAT_CTRL_REG -p WAVE_STEP = 0, (default=0)
-c a33 -d CCU -r PLL_VE_PAT_CTRL_REG -p FREQ = 0, (default=0)
-c a33 -d CCU -r PLL_VE_PAT_CTRL_REG -p WAVE_BOT = 0, (default=0)
-c a33 -d CCU -r PLL_DDR0_PAT_CTRL_REG -p SIG_DELT_PAT_EN = 0, (default=0)
-c a33 -d CCU -r PLL_DDR0_PAT_CTRL_REG -p SPR_FREQ_MODE = 0, (default=0)
-c a33 -d CCU -r PLL_DDR0_PAT_CTRL_REG -p WAVE_STEP = 0, (default=0)
-c a33 -d CCU -r PLL_DDR0_PAT_CTRL_REG -p FREQ = 0, (default=0)
-c a33 -d CCU -r PLL_DDR0_PAT_CTRL_REG -p WAVE_BOT = 0, (default=0)
-c a33 -d CCU -r PLL_GPU_PAT_CTRL_REG -p SIG_DELT_PAT_EN = 0, (default=0)
-c a33 -d CCU -r PLL_GPU_PAT_CTRL_REG -p SPR_FREQ_MODE = 0, (default=0)
-c a33 -d CCU -r PLL_GPU_PAT_CTRL_REG -p WAVE_STEP = 0, (default=0)
-c a33 -d CCU -r PLL_GPU_PAT_CTRL_REG -p FREQ = 0, (default=0)
-c a33 -d CCU -r PLL_GPU_PAT_CTRL_REG -p WAVE_BOT = 0, (default=0)
-c a33 -d CCU -r PLL_MIPI_PAT_CTRL_REG -p SIG_DELT_PAT_EN = 0, (default=0)
-c a33 -d CCU -r PLL_MIPI_PAT_CTRL_REG -p SPR_FREQ_MODE = 0, (default=0)
-c a33 -d CCU -r PLL_MIPI_PAT_CTRL_REG -p WAVE_STEP = 0, (default=0)
-c a33 -d CCU -r PLL_MIPI_PAT_CTRL_REG -p FREQ = 0, (default=0)
-c a33 -d CCU -r PLL_MIPI_PAT_CTRL_REG -p WAVE_BOT = 0, (default=0)
-c a33 -d CCU -r PLL_HSIC_PAT_CTRL_REG -p SIG_DELT_PAT_EN = 0, (default=0)
-c a33 -d CCU -r PLL_HSIC_PAT_CTRL_REG -p SPR_FREQ_MODE = 0, (default=0)
-c a33 -d CCU -r PLL_HSIC_PAT_CTRL_REG -p WAVE_STEP = 0, (default=0)
-c a33 -d CCU -r PLL_HSIC_PAT_CTRL_REG -p FREQ = 0, (default=0)
-c a33 -d CCU -r PLL_HSIC_PAT_CTRL_REG -p WAVE_BOT = 0, (default=0)
-c a33 -d CCU -r PLL_DE_PAT_CTRL_REG -p SIG_DELT_PAT_EN = 0, (default=0)
-c a33 -d CCU -r PLL_DE_PAT_CTRL_REG -p SPR_FREQ_MODE = 0, (default=0)
-c a33 -d CCU -r PLL_DE_PAT_CTRL_REG -p WAVE_STEP = 0, (default=0)
-c a33 -d CCU -r PLL_DE_PAT_CTRL_REG -p FREQ = 0, (default=0)
-c a33 -d CCU -r PLL_DE_PAT_CTRL_REG -p WAVE_BOT = 0, (default=0)
-c a33 -d CCU -r PLL_DDR1_PAT_CTRL_REG0 -p SIG_DELT_PAT_EN = 1, (default=0)
-c a33 -d CCU -r PLL_DDR1_PAT_CTRL_REG0 -p SPR_FREQ_MODE = 3, (default=0)
-c a33 -d CCU -r PLL_DDR1_PAT_CTRL_REG0 -p WAVE_STEP = 344, (default=0)
-c a33 -d CCU -r PLL_DDR1_PAT_CTRL_REG0 -p FREQ = 3, (default=0)
-c a33 -d CCU -r PLL_DDR1_PAT_CTRL_REG0 -p WAVE_BOT = 0, (default=0)
-c a33 -d CCU -r PLL_DDR1_PAT_CTRL_REG1 -p DITHER_EN = 0, (default=0)
-c a33 -d CCU -r PLL_DDR1_PAT_CTRL_REG1 -p FRAC_EN = 0, (default=0)
-c a33 -d CCU -r PLL_DDR1_PAT_CTRL_REG1 -p FRAC_IN = 0, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG0 -p USBOHCI_RST = 0, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG0 -p USBEHCI_RST = 0, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG0 -p USBDRD_RST = 1, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG0 -p SPI1_RST = 0, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG0 -p SPI0_RST = 0, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG0 -p HSTMR_RST = 0, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG0 -p SDRAM_RST = 1, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG0 -p NAND_RST = 1, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG0 -p SD2_RST = 0, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG0 -p SD1_RST = 1, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG0 -p SD0_RST = 0, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG0 -p DMA_RST = 1, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG0 -p SS_RST = 0, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG0 -p MIPI_DSI_RST = 0, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG1 -p SAT_RST = 1, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG1 -p DRC_RST = 1, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG1 -p SPINLOCK_RST = 0, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG1 -p MSGBOX_RST = 0, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG1 -p GPU_RST = 0, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG1 -p FE_RST = 0, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG1 -p BE_RST = 1, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG1 -p CSI_RST = 0, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG1 -p LCD_RST = 1, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG1 -p VE_RST = 0, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG2 -p LVDS_RST = 1, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG3 -p DAUDIO1_RST = 0, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG3 -p DAUDIO0_RST = 0, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG3 -p ADDA_RST = 0, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG4 -p UART4_RST = 0, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG4 -p UART3_RST = 0, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG4 -p UART2_RST = 0, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG4 -p UART1_RST = 0, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG4 -p UART0_RST = 0, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG4 -p TWI2_RST = 0, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG4 -p TWI1_RST = 0, (default=0)
-c a33 -d CCU -r BUS_SOFT_RST_REG4 -p TWI0_RST = 0, (default=0)
-c a33 -d CPUCFG -r CPU0_RST_CTRL -p CPU0_CORE_REST = 1, (default=1)
-c a33 -d CPUCFG -r CPU0_RST_CTRL -p CPU0_RESET = 1, (default=1)
-c a33 -d CPUCFG -r CPU0_CTRL_REG -p CPU0_CP15_WRITE_DISABLE = 0, (default=0)
-c a33 -d CPUCFG -r CPU0_STATUS -p STANDBYWFI = 1, (default=0)
-c a33 -d CPUCFG -r CPU0_STATUS -p STANDBYWFE = 0, (default=0)
-c a33 -d CPUCFG -r CPU0_STATUS -p SMP_AMP = 1, (default=0)
-c a33 -d CPUCFG -r CPU1_RST_CTRL -p CPU1_CORE_REST = 1, (default=0)
-c a33 -d CPUCFG -r CPU1_RST_CTRL -p CPU1_RESET = 1, (default=1)
-c a33 -d CPUCFG -r CPU1_CTRL_REG -p CPU1_CP15_WRITE_DISABLE = 0, (default=0)
-c a33 -d CPUCFG -r CPU1_STATUS -p STANDBYWFI = 1, (default=0)
-c a33 -d CPUCFG -r CPU1_STATUS -p STANDBYWFE = 0, (default=0)
-c a33 -d CPUCFG -r CPU1_STATUS -p SMP_AMP = 1, (default=0)
-c a33 -d CPUCFG -r CPU2_RST_CTRL -p CPU2_CORE_REST = 1, (default=0)
-c a33 -d CPUCFG -r CPU2_RST_CTRL -p CPU2_RESET = 1, (default=1)
-c a33 -d CPUCFG -r CPU2_CTRL_REG -p CPU2_CP15_WRITE_DISABLE = 0, (default=0)
-c a33 -d CPUCFG -r CPU2_STATUS -p STANDBYWFI = 1, (default=0)
-c a33 -d CPUCFG -r CPU2_STATUS -p STANDBYWFE = 0, (default=0)
-c a33 -d CPUCFG -r CPU2_STATUS -p SMP_AMP = 1, (default=0)
-c a33 -d CPUCFG -r CPU3_RST_CTRL -p CPU3_CORE_REST = 1, (default=0)
-c a33 -d CPUCFG -r CPU3_RST_CTRL -p CPU3_RESET = 1, (default=1)
-c a33 -d CPUCFG -r CPU3_CTRL_REG -p CPU3_CP15_WRITE_DISABLE = 0, (default=0)
-c a33 -d CPUCFG -r CPU3_STATUS -p STANDBYWFI = 0, (default=0)
-c a33 -d CPUCFG -r CPU3_STATUS -p STANDBYWFE = 0, (default=0)
-c a33 -d CPUCFG -r CPU3_STATUS -p SMP_AMP = 1, (default=0)
-c a33 -d CPUCFG -r CPU_SYS_RST_REG -p CPUSystemResetControl = 1, (default=1)
-c a33 -d CPUCFG -r GENER_CTRL_REG -p CFGSDISABLE = 0, (default=0)
-c a33 -d CPUCFG -r GENER_CTRL_REG -p ACINACTM = 0, (default=0)
-c a33 -d CPUCFG -r GENER_CTRL_REG -p L2_RST = 1, (default=1)
-c a33 -d CPUCFG -r GENER_CTRL_REG -p L2_RST_DISABLE = 0, (default=0)
-c a33 -d CPUCFG -r GENER_CTRL_REG -p L1_RST_DISABLE = 0, (default=0)
-c a33 -d CPUCFG -r EVENT_IN -p EVENT_IN = 0, (default=0)
-c a33 -d CPUCFG -r EVENT_IN -p fromWFEstandby = 0, (default=3)
-c a33 -d CPUCFG -r SUP_STAN_FLAG_REG -p SUP_STANDBY_FLAG = 0, (default=0)
-c a33 -d CPUCFG -r SUP_STAN_FLAG_REG -p SUP_STANBY_FLAG_DATA = 0, (default=0)
-c a33 -d CPUCFG -r PRIVATE_REG0 -p  = 279476, (default=0)
-c a33 -d CPUCFG -r PRIVATE_REG1 -p  = 0, (default=0)
-c a33 -d CPUCFG -r CNT64_CTRL_REG -p CNT64_CLK_SRC_SEL = 0, (default=0)
-c a33 -d CPUCFG -r CNT64_CTRL_REG -p CNT64_RL_EN = 0, (default=0)
-c a33 -d CPUCFG -r CNT64_CTRL_REG -p CNT64_CLR_EN = 0, (default=0)
-c a33 -d CPUCFG -r CNT64_LOW_REG -p CNT64_LO = 3452870, (default=0)
-c a33 -d CPUCFG -r CNT64_HIGH_REG -p CNT64_HI = 0, (default=0)
-c a33 -d CSI -r CSI0_EN_REG -p VER_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_EN_REG -p PTN_CYCLE = 0, (default=0)
-c a33 -d CSI -r CSI0_EN_REG -p PTN_START = 0, (default=0)
-c a33 -d CSI -r CSI0_EN_REG -p CLK_CNT_SPL = 0, (default=0)
-c a33 -d CSI -r CSI0_EN_REG -p CLK_CNT = 0, (default=0)
-c a33 -d CSI -r CSI0_EN_REG -p PTN_GEN_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_EN_REG -p CSI_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_IF_CFG_REG -p CSI_SRC_SWAP = 0, (default=0)
-c a33 -d CSI -r CSI0_IF_CFG_REG -p parserto = 0, (default=0)
-c a33 -d CSI -r CSI0_IF_CFG_REG -p SRC_TYPE = 0, (default=0)
-c a33 -d CSI -r CSI0_IF_CFG_REG -p FPS_DS = 0, (default=0)
-c a33 -d CSI -r CSI0_IF_CFG_REG -p fps = 0, (default=2)
-c a33 -d CSI -r CSI0_IF_CFG_REG -p FIELD = 0, (default=0)
-c a33 -d CSI -r CSI0_IF_CFG_REG -p VREF_POL = 0, (default=1)
-c a33 -d CSI -r CSI0_IF_CFG_REG -p HERF_POL = 0, (default=0)
-c a33 -d CSI -r CSI0_IF_CFG_REG -p CLK_POL = 0, (default=1)
-c a33 -d CSI -r CSI0_IF_CFG_REG -p SEQ_8PLUS2 = 0, (default=0)
-c a33 -d CSI -r CSI0_IF_CFG_REG -p IF_DATA_WIDTH = 0, (default=0)
-c a33 -d CSI -r CSI0_IF_CFG_REG -p MIPI_IF = 0, (default=0)
-c a33 -d CSI -r CSI0_IF_CFG_REG -p CSI_IF = 0, (default=0)
-c a33 -d CSI -r CSI0_CAP_REG -p CH3_CAP_MASK = 0, (default=0)
-c a33 -d CSI -r CSI0_CAP_REG -p CH3_VCAP_ON = 0, (default=0)
-c a33 -d CSI -r CSI0_CAP_REG -p CH3_SCAP_ON = 0, (default=0)
-c a33 -d CSI -r CSI0_CAP_REG -p CH2_CAP_MASK = 0, (default=0)
-c a33 -d CSI -r CSI0_CAP_REG -p CH2_VCAP_ON = 0, (default=0)
-c a33 -d CSI -r CSI0_CAP_REG -p CH2_SCAP_ON = 0, (default=0)
-c a33 -d CSI -r CSI0_CAP_REG -p CH1_CAP_MASK = 0, (default=0)
-c a33 -d CSI -r CSI0_CAP_REG -p CH1_VCAP_ON = 0, (default=0)
-c a33 -d CSI -r CSI0_CAP_REG -p CH1_SCAP_ON = 0, (default=0)
-c a33 -d CSI -r CSI0_CAP_REG -p CH0_CAP_MASK = 0, (default=0)
-c a33 -d CSI -r CSI0_CAP_REG -p CH0_VCAP_ON = 0, (default=0)
-c a33 -d CSI -r CSI0_CAP_REG -p CH0_SCAP_ON = 0, (default=0)
-c a33 -d CSI -r CSI0_SYNC_CNT_REG -p SYNC_CNT = 0, (default=0)
-c a33 -d CSI -r CSI0_FIFO_THRS_REG -p PTN_GEN_DLY = 0, (default=15)
-c a33 -d CSI -r CSI0_FIFO_THRS_REG -p FIFO_THRS = 0, (default=1024)
-c a33 -d CSI -r CSI0_FIFO_STAT_REG -p FIFO_FRM_MAX = 0
-c a33 -d CSI -r CSI0_PCLK_STAT_REG -p PCLK_CNT_LINE_MAX = 0
-c a33 -d CSI -r CSI0_PCLK_STAT_REG -p PCLK_CNT_LINE_MIN = 0
-c a33 -d CSI -r CSI0_PTN_LEN_REG -p PTN_LEN = 0, (default=0)
-c a33 -d CSI -r CSI0_PTN_ADDR_REG -p PTN_ADDR = 0, (default=0)
-c a33 -d CSI -r CSI0_VER_REG -p VER = 0
-c a33 -d CSI -r CSI0_C0_CFG_REG -p PAD_VAL = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_CFG_REG -p INPUT_FMT = 0, (default=3)
-c a33 -d CSI -r CSI0_C0_CFG_REG -p OUTPUT_FMT = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_CFG_REG -p VFLIP_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_CFG_REG -p HFLIP_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_CFG_REG -p FIELD_SEL = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_CFG_REG -p INPUT_SEQ = 0, (default=2)
-c a33 -d CSI -r CSI0_C0_SCALE_REG -p QUART_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_F0_BUFA_REG -p C0F0_BUFA = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_F1_BUFA_REG -p C0F1_BUFA = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_F2_BUFA_REG -p C0F2_BUFA = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_CAP_STA_REG -p FIELD_STA = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_CAP_STA_REG -p VCAP_STA = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_CAP_STA_REG -p SCAP_STA = 0, (default=0)
